# Force coefficients
# liftDir         : (0.0000000000e+00 0.0000000000e+00 1.0000000000e+00)
# dragDir         : (1.0000000000e+00 0.0000000000e+00 0.0000000000e+00)
# pitchAxis       : (0.0000000000e+00 1.0000000000e+00 0.0000000000e+00)
# magUInf         : 2.5000000000e+02
# lRef            : 1.0000000000e+00
# Aref            : 1.0000000000e+00
# CofR            : (2.0000000000e-01 0.0000000000e+00 0.0000000000e+00)
# Time            	Cm                	Cd                	Cl                	Cl(f)             	Cl(r)             
1250              	-5.7813466086e-07	7.9332173754e-03	8.1091212932e-06	3.4764259857e-06	4.6326953074e-06
1251              	-5.7536792325e-07	7.9330894448e-03	8.0802392292e-06	3.4647516913e-06	4.6154875378e-06
1252              	-5.7261408283e-07	7.9329620184e-03	8.0514615012e-06	3.4531166678e-06	4.5983448334e-06
1253              	-5.6987305887e-07	7.9328350943e-03	8.0227876273e-06	3.4415207548e-06	4.5812668725e-06
1254              	-5.6714486017e-07	7.9327086712e-03	7.9942164484e-06	3.4299633640e-06	4.5642530843e-06
1255              	-5.6442918876e-07	7.9325827546e-03	7.9657405867e-06	3.4184411046e-06	4.5472994821e-06
1256              	-5.6172239839e-07	7.9324573384e-03	7.9373545275e-06	3.4069548653e-06	4.5303996621e-06
1257              	-5.5903271949e-07	7.9323324110e-03	7.9090829628e-06	3.3955087619e-06	4.5135742009e-06
1258              	-5.5636045582e-07	7.9322079689e-03	7.8809409331e-06	3.3841100107e-06	4.4968309224e-06
1259              	-5.5369897630e-07	7.9320840145e-03	7.8529074332e-06	3.3727547403e-06	4.4801526929e-06
1260              	-5.5104388537e-07	7.9319605508e-03	7.8249562857e-06	3.3614342575e-06	4.4635220282e-06
1261              	-5.4839836864e-07	7.9318375777e-03	7.7970875858e-06	3.3501454243e-06	4.4469421616e-06
1262              	-5.4576800372e-07	7.9317150915e-03	7.7693187972e-06	3.3388913949e-06	4.4304274023e-06
1263              	-5.4315387804e-07	7.9315930874e-03	7.7416606270e-06	3.3276764355e-06	4.4139841916e-06
1264              	-5.4055220020e-07	7.9314715621e-03	7.7141084574e-06	3.3165020285e-06	4.3976064289e-06
1265              	-5.3795930776e-07	7.9313505147e-03	7.6866518954e-06	3.3053666400e-06	4.3812852555e-06
1266              	-5.3537569510e-07	7.9312299451e-03	7.6592876598e-06	3.2942681348e-06	4.3650195250e-06
1267              	-5.3280444715e-07	7.9311098522e-03	7.6320199269e-06	3.2832055163e-06	4.3488144106e-06
1268              	-5.3024722704e-07	7.9309902337e-03	7.6048529327e-06	3.2721792393e-06	4.3326736934e-06
1269              	-5.2770269065e-07	7.9308710869e-03	7.5777861567e-06	3.2611903877e-06	4.3165957690e-06
1270              	-5.2516830084e-07	7.9307524097e-03	7.5508155269e-06	3.2502394626e-06	4.3005760643e-06
1271              	-5.2264320348e-07	7.9306342005e-03	7.5239384992e-06	3.2393260461e-06	4.2846124531e-06
1272              	-5.2012886540e-07	7.9305164580e-03	7.4971561140e-06	3.2284491916e-06	4.2687069224e-06
1273              	-5.1762747125e-07	7.9303991802e-03	7.4704712887e-06	3.2176081731e-06	4.2528631156e-06
1274              	-5.1513977635e-07	7.9302823648e-03	7.4438854764e-06	3.2068029618e-06	4.2370825146e-06
1275              	-5.1266451952e-07	7.9301660097e-03	7.4173969969e-06	3.1960339789e-06	4.2213630179e-06
1276              	-5.1020099534e-07	7.9300500691e-03	7.3909630925e-06	3.1852805509e-06	4.2056825416e-06
1277              	-5.0774177791e-07	7.9299344769e-03	7.3646175147e-06	3.1745669794e-06	4.1900505352e-06
1278              	-5.0529695076e-07	7.9298193201e-03	7.3383855397e-06	3.1638958191e-06	4.1744897206e-06
1279              	-5.0287337400e-07	7.9297047112e-03	7.3122908931e-06	3.1532720725e-06	4.1590188205e-06
1280              	-5.0046512875e-07	7.9295906592e-03	7.2863301467e-06	3.1426999446e-06	4.1436302021e-06
1281              	-4.9806371159e-07	7.9294770858e-03	7.2604666154e-06	3.1321695961e-06	4.1282970193e-06
1282              	-4.9566831225e-07	7.9293639228e-03	7.2346620669e-06	3.1216627212e-06	4.1129993457e-06
1283              	-4.9328310411e-07	7.9292511662e-03	7.2089060080e-06	3.1111698999e-06	4.0977361081e-06
1284              	-4.9090995013e-07	7.9291388538e-03	7.1832180388e-06	3.1006990693e-06	4.0825189695e-06
1285              	-4.8854749335e-07	7.9290270158e-03	7.1576285947e-06	3.0902668040e-06	4.0673617907e-06
1286              	-4.8619482649e-07	7.9289156536e-03	7.1321564935e-06	3.0798834203e-06	4.0522730732e-06
1287              	-4.8385378216e-07	7.9288047521e-03	7.1068014335e-06	3.0695469346e-06	4.0372544989e-06
1288              	-4.8152649904e-07	7.9286942991e-03	7.0815498976e-06	3.0592484497e-06	4.0223014478e-06
1289              	-4.7921266593e-07	7.9285842917e-03	7.0563878809e-06	3.0489812745e-06	4.0074066064e-06
1290              	-4.7690959938e-07	7.9284747322e-03	7.0313083900e-06	3.0387445956e-06	3.9925637944e-06
1291              	-4.7461470051e-07	7.9283656221e-03	7.0063110190e-06	3.0285408090e-06	3.9777702100e-06
1292              	-4.7232770873e-07	7.9282569607e-03	6.9813978011e-06	3.0183711918e-06	3.9630266093e-06
1293              	-4.7005079805e-07	7.9281487462e-03	6.9565711812e-06	3.0082347926e-06	3.9483363886e-06
1294              	-4.6778647482e-07	7.9280409773e-03	6.9318334892e-06	2.9981302698e-06	3.9337032194e-06
1295              	-4.6553529292e-07	7.9279336523e-03	6.9071863144e-06	2.9880578643e-06	3.9191284501e-06
1296              	-4.6329512073e-07	7.9278267688e-03	6.8826289964e-06	2.9780193774e-06	3.9046096189e-06
1297              	-4.6106249214e-07	7.9277203225e-03	6.8581579742e-06	2.9680164950e-06	3.8901414792e-06
1298              	-4.5883529460e-07	7.9276143086e-03	6.8337691910e-06	2.9580493009e-06	3.8757198901e-06
1299              	-4.5661451391e-07	7.9275087241e-03	6.8094618192e-06	2.9481163957e-06	3.8613454235e-06
1300              	-4.5440369745e-07	7.9274035665e-03	6.7852391996e-06	2.9382159023e-06	3.8470232972e-06
1301              	-4.5220639858e-07	7.9272988347e-03	6.7611066840e-06	2.9283469434e-06	3.8327597406e-06
1302              	-4.5002337961e-07	7.9271945287e-03	6.7370665850e-06	2.9185099129e-06	3.8185566721e-06
1303              	-4.4785232314e-07	7.9270906486e-03	6.7131167311e-06	2.9087060424e-06	3.8044106887e-06
1304              	-4.4568930717e-07	7.9269871921e-03	6.6892510693e-06	2.8989362275e-06	3.7903148418e-06
1305              	-4.4353169272e-07	7.9268841553e-03	6.6654645043e-06	2.8892005594e-06	3.7762639448e-06
1306              	-4.4137958835e-07	7.9267815341e-03	6.6417557938e-06	2.8794983085e-06	3.7622574852e-06
1307              	-4.3923535005e-07	7.9266793245e-03	6.6181277074e-06	2.8698285037e-06	3.7482992037e-06
1308              	-4.3710165889e-07	7.9265775243e-03	6.5945842662e-06	2.8601904742e-06	3.7343937920e-06
1309              	-4.3497981450e-07	7.9264761330e-03	6.5711276768e-06	2.8505840239e-06	3.7205436529e-06
1310              	-4.3286919326e-07	7.9263751503e-03	6.5477572484e-06	2.8410094309e-06	3.7067478175e-06
1311              	-4.3076798016e-07	7.9262745757e-03	6.5244698631e-06	2.8314669514e-06	3.6930029117e-06
1312              	-4.2867446529e-07	7.9261744070e-03	6.5012622957e-06	2.8219566826e-06	3.6793056132e-06
1313              	-4.2658810605e-07	7.9260746413e-03	6.4781331117e-06	2.8124784498e-06	3.6656546619e-06
1314              	-4.2450958903e-07	7.9259752755e-03	6.4550831743e-06	2.8030319981e-06	3.6520511762e-06
1315              	-4.2244019544e-07	7.9258763074e-03	6.4321146863e-06	2.7936171477e-06	3.6384975386e-06
1316              	-4.2038108362e-07	7.9257777354e-03	6.4092299187e-06	2.7842338757e-06	3.6249960430e-06
1317              	-4.1833251911e-07	7.9256795584e-03	6.3864293925e-06	2.7748821771e-06	3.6115472153e-06
1318              	-4.1629395144e-07	7.9255817752e-03	6.3637120027e-06	2.7655620499e-06	3.5981499528e-06
1319              	-4.1426439198e-07	7.9254843838e-03	6.3410755291e-06	2.7562733726e-06	3.5848021566e-06
1320              	-4.1224299307e-07	7.9253873835e-03	6.3185181354e-06	2.7470160746e-06	3.5715020608e-06
1321              	-4.1022953480e-07	7.9252907715e-03	6.2960388475e-06	2.7377898890e-06	3.5582489586e-06
1322              	-4.0822454329e-07	7.9251945423e-03	6.2736380644e-06	2.7285944889e-06	3.5450435755e-06
1323              	-4.0622884166e-07	7.9250986920e-03	6.2513170273e-06	2.7194296720e-06	3.5318873553e-06
1324              	-4.0424329306e-07	7.9250032208e-03	6.2290773213e-06	2.7102953676e-06	3.5187819537e-06
1325              	-4.0226854648e-07	7.9249081310e-03	6.2069201835e-06	2.7011915453e-06	3.5057286383e-06
1326              	-4.0030482026e-07	7.9248134234e-03	6.1848458672e-06	2.6921181133e-06	3.4927277539e-06
1327              	-3.9835180643e-07	7.9247190962e-03	6.1628535400e-06	2.6830749636e-06	3.4797785764e-06
1328              	-3.9640875405e-07	7.9246251457e-03	6.1409416011e-06	2.6740620465e-06	3.4668795546e-06
1329              	-3.9447500345e-07	7.9245315682e-03	6.1191089940e-06	2.6650794935e-06	3.4540295004e-06
1330              	-3.9255001114e-07	7.9244383613e-03	6.0973546855e-06	2.6561273316e-06	3.4412273539e-06
1331              	-3.9063341497e-07	7.9243455238e-03	6.0756775730e-06	2.6472053715e-06	3.4284722015e-06
1332              	-3.8872541211e-07	7.9242530547e-03	6.0540777572e-06	2.6383134665e-06	3.4157642907e-06
1333              	-3.8682634410e-07	7.9241609529e-03	6.0325553227e-06	2.6294513172e-06	3.4031040054e-06
1334              	-3.8493668247e-07	7.9240692163e-03	6.0111109412e-06	2.6206187881e-06	3.3904921531e-06
1335              	-3.8305678770e-07	7.9239778433e-03	5.9897450110e-06	2.6118157178e-06	3.3779292932e-06
1336              	-3.8118683826e-07	7.9238868326e-03	5.9684576747e-06	2.6030419991e-06	3.3654156756e-06
1337              	-3.7932686905e-07	7.9237961838e-03	5.9472490038e-06	2.5942976328e-06	3.3529513709e-06
1338              	-3.7747661569e-07	7.9237058967e-03	5.9261182402e-06	2.5855825044e-06	3.3405357358e-06
1339              	-3.7563577877e-07	7.9236159687e-03	5.9050644445e-06	2.5768964435e-06	3.3281680010e-06
1340              	-3.7380415502e-07	7.9235263972e-03	5.8840872226e-06	2.5682394563e-06	3.3158477663e-06
1341              	-3.7198150586e-07	7.9234371809e-03	5.8631862179e-06	2.5596116031e-06	3.3035746148e-06
1342              	-3.7016762154e-07	7.9233483192e-03	5.8423609103e-06	2.5510128336e-06	3.2913480767e-06
1343              	-3.6836243802e-07	7.9232598113e-03	5.8216110200e-06	2.5424430720e-06	3.2791679480e-06
1344              	-3.6656582760e-07	7.9231716558e-03	5.8009355452e-06	2.5339019450e-06	3.2670336002e-06
1345              	-3.6477790823e-07	7.9230838503e-03	5.7803345748e-06	2.5253893792e-06	3.2549451956e-06
1346              	-3.6299879711e-07	7.9229963932e-03	5.7598082625e-06	2.5169053341e-06	3.2429029283e-06
1347              	-3.6122863730e-07	7.9229092831e-03	5.7393571025e-06	2.5084499139e-06	3.2309071885e-06
1348              	-3.5946737440e-07	7.9228225197e-03	5.7189805846e-06	2.5000229179e-06	3.2189576667e-06
1349              	-3.5771483119e-07	7.9227361026e-03	5.6986777569e-06	2.4916240473e-06	3.2070537097e-06
1350              	-3.5597096302e-07	7.9226500304e-03	5.6784484013e-06	2.4832532376e-06	3.1951951637e-06
1351              	-3.5423575233e-07	7.9225643012e-03	5.6582924589e-06	2.4749104771e-06	3.1833819818e-06
1352              	-3.5250919869e-07	7.9224789133e-03	5.6382101031e-06	2.4665958528e-06	3.1716142502e-06
1353              	-3.5079116343e-07	7.9223938657e-03	5.6182009133e-06	2.4583092932e-06	3.1598916201e-06
1354              	-3.4908145990e-07	7.9223091576e-03	5.5982641965e-06	2.4500506383e-06	3.1482135581e-06
1355              	-3.4737986837e-07	7.9222247877e-03	5.5783992093e-06	2.4418197363e-06	3.1365794730e-06
1356              	-3.4568637306e-07	7.9221407548e-03	5.5586057348e-06	2.4336164944e-06	3.1249892405e-06
1357              	-3.4400098032e-07	7.9220570571e-03	5.5388838131e-06	2.4254409263e-06	3.1134428869e-06
1358              	-3.4232361254e-07	7.9219736934e-03	5.5192332058e-06	2.4172929904e-06	3.1019402155e-06
1359              	-3.4065415862e-07	7.9218906626e-03	5.4996535073e-06	2.4091725950e-06	3.0904809123e-06
1360              	-3.3899258763e-07	7.9218079636e-03	5.4801444386e-06	2.4010796317e-06	3.0790648069e-06
1361              	-3.3733875586e-07	7.9217255953e-03	5.4607053576e-06	2.3930139229e-06	3.0676914347e-06
1362              	-3.3569265528e-07	7.9216435566e-03	5.4413361524e-06	2.3849754209e-06	3.0563607315e-06
1363              	-3.3405427410e-07	7.9215618459e-03	5.4220367038e-06	2.3769640778e-06	3.0450726260e-06
1364              	-3.3242356016e-07	7.9214804620e-03	5.4028067656e-06	2.3689798226e-06	3.0338269429e-06
1365              	-3.3080046872e-07	7.9213994036e-03	5.3836461511e-06	2.3610226068e-06	3.0226235443e-06
1366              	-3.2918492929e-07	7.9213186696e-03	5.3645545078e-06	2.3530923246e-06	3.0114621832e-06
1367              	-3.2757686706e-07	7.9212382586e-03	5.3455315206e-06	2.3451888933e-06	3.0003426274e-06
1368              	-3.2597625658e-07	7.9211581694e-03	5.3265769800e-06	2.3373122334e-06	2.9892647466e-06
1369              	-3.2438300638e-07	7.9210784008e-03	5.3076904580e-06	2.3294622226e-06	2.9782282354e-06
1370              	-3.2279708358e-07	7.9209989516e-03	5.2888717055e-06	2.3216387691e-06	2.9672329363e-06
1371              	-3.2121845628e-07	7.9209198205e-03	5.2701205345e-06	2.3138418110e-06	2.9562787235e-06
1372              	-3.1964708369e-07	7.9208410062e-03	5.2514367296e-06	2.3060712811e-06	2.9453654485e-06
1373              	-3.1808290742e-07	7.9207625075e-03	5.2328199739e-06	2.2983270795e-06	2.9344928944e-06
1374              	-3.1652588355e-07	7.9206843232e-03	5.2142699657e-06	2.2906090993e-06	2.9236608664e-06
1375              	-3.1497594908e-07	7.9206064520e-03	5.1957863854e-06	2.2829172436e-06	2.9128691418e-06
1376              	-3.1343309962e-07	7.9205288928e-03	5.1773690356e-06	2.2752514182e-06	2.9021176174e-06
1377              	-3.1189732169e-07	7.9204516443e-03	5.1590177136e-06	2.2676115351e-06	2.8914061785e-06
1378              	-3.1036863520e-07	7.9203747053e-03	5.1407322936e-06	2.2599975116e-06	2.8807347820e-06
1379              	-3.0884694367e-07	7.9202980745e-03	5.1225124417e-06	2.2524092772e-06	2.8701031645e-06
1380              	-3.0733221274e-07	7.9202217509e-03	5.1043578448e-06	2.2448467096e-06	2.8595111351e-06
1381              	-3.0582446849e-07	7.9201457331e-03	5.0862684052e-06	2.2373097341e-06	2.8489586711e-06
1382              	-3.0432361217e-07	7.9200700199e-03	5.0682436703e-06	2.2297982230e-06	2.8384454473e-06
1383              	-3.0282972485e-07	7.9199946102e-03	5.0502836575e-06	2.2223121039e-06	2.8279715536e-06
1384              	-3.0134272611e-07	7.9199195028e-03	5.0323880876e-06	2.2148513177e-06	2.8175367699e-06
1385              	-2.9986256448e-07	7.9198446965e-03	5.0145566132e-06	2.2074157421e-06	2.8071408711e-06
1386              	-2.9838919106e-07	7.9197701899e-03	4.9967889666e-06	2.2000052922e-06	2.7967836744e-06
1387              	-2.9692269786e-07	7.9196959821e-03	4.9790852322e-06	2.1926199183e-06	2.7864653140e-06
1388              	-2.9546302825e-07	7.9196220719e-03	4.9614451246e-06	2.1852595340e-06	2.7761855905e-06
1389              	-2.9400992064e-07	7.9195484581e-03	4.9438676404e-06	2.1779238996e-06	2.7659437409e-06
1390              	-2.9256339425e-07	7.9194751395e-03	4.9263527309e-06	2.1706129712e-06	2.7557397597e-06
1391              	-2.9112364036e-07	7.9194021144e-03	4.9089000417e-06	2.1633263805e-06	2.7455736612e-06
1392              	-2.8969051434e-07	7.9193293801e-03	4.8915099593e-06	2.1560644653e-06	2.7354454940e-06
1393              	-2.8826421807e-07	7.9192569351e-03	4.8741838418e-06	2.1488277029e-06	2.7253561390e-06
1394              	-2.8684465089e-07	7.9191847807e-03	4.8569208514e-06	2.1416157748e-06	2.7153050766e-06
1395              	-2.8543139381e-07	7.9191129185e-03	4.8397182862e-06	2.1344277493e-06	2.7052905369e-06
1396              	-2.8402433750e-07	7.9190413473e-03	4.8225750525e-06	2.1272631887e-06	2.6953118637e-06
1397              	-2.8262385989e-07	7.9189700638e-03	4.8054926063e-06	2.1201224433e-06	2.6853701631e-06
1398              	-2.8123037511e-07	7.9188990634e-03	4.7884730943e-06	2.1130061720e-06	2.6754669223e-06
1399              	-2.7984368814e-07	7.9188283464e-03	4.7715164825e-06	2.1059145531e-06	2.6656019294e-06
1400              	-2.7846331691e-07	7.9187579144e-03	4.7546209130e-06	2.0988471396e-06	2.6557737734e-06
1401              	-2.7708894399e-07	7.9186877673e-03	4.7377843798e-06	2.0918032459e-06	2.6459811339e-06
1402              	-2.7572062480e-07	7.9186179026e-03	4.7210063445e-06	2.0847825474e-06	2.6362237970e-06
1403              	-2.7435875425e-07	7.9185483179e-03	4.7042879438e-06	2.0777852176e-06	2.6265027261e-06
1404              	-2.7300349809e-07	7.9184790114e-03	4.6876301242e-06	2.0708115640e-06	2.6168185602e-06
1405              	-2.7165476300e-07	7.9184099827e-03	4.6710329260e-06	2.0638617000e-06	2.6071712260e-06
1406              	-2.7031231459e-07	7.9183412316e-03	4.6544955813e-06	2.0569354761e-06	2.5975601052e-06
1407              	-2.6897602599e-07	7.9182727570e-03	4.6380172647e-06	2.0500326064e-06	2.5879846584e-06
1408              	-2.6764577220e-07	7.9182045578e-03	4.6215971010e-06	2.0431527783e-06	2.5784443227e-06
1409              	-2.6632161446e-07	7.9181366315e-03	4.6052349047e-06	2.0362958379e-06	2.5689390668e-06
1410              	-2.6500361834e-07	7.9180689783e-03	4.5889309721e-06	2.0294618677e-06	2.5594691044e-06
1411              	-2.6369184454e-07	7.9180015988e-03	4.5726855988e-06	2.0226509548e-06	2.5500346439e-06
1412              	-2.6238624768e-07	7.9179344913e-03	4.5564985327e-06	2.0158630187e-06	2.5406355140e-06
1413              	-2.6108678494e-07	7.9178676532e-03	4.5403694271e-06	2.0090979286e-06	2.5312714985e-06
1414              	-2.5979336814e-07	7.9178010824e-03	4.5242980523e-06	2.0023556580e-06	2.5219423943e-06
1415              	-2.5850592092e-07	7.9177347783e-03	4.5082840039e-06	1.9956360810e-06	2.5126479229e-06
1416              	-2.5722443151e-07	7.9176687409e-03	4.4923269996e-06	1.9889390683e-06	2.5033879313e-06
1417              	-2.5594878341e-07	7.9176029702e-03	4.4764263831e-06	1.9822644081e-06	2.4941619750e-06
1418              	-2.5467903136e-07	7.9175374646e-03	4.4605821132e-06	1.9756120253e-06	2.4849700880e-06
1419              	-2.5341527326e-07	7.9174722224e-03	4.4447944582e-06	1.9689819558e-06	2.4758125023e-06
1420              	-2.5215751418e-07	7.9174072419e-03	4.4290636196e-06	1.9623742956e-06	2.4666893240e-06
1421              	-2.5090567894e-07	7.9173425225e-03	4.4133892693e-06	1.9557889557e-06	2.4576003136e-06
1422              	-2.4965967117e-07	7.9172780638e-03	4.3977708498e-06	1.9492257537e-06	2.4485450961e-06
1423              	-2.4841938736e-07	7.9172138650e-03	4.3822077581e-06	1.9426844917e-06	2.4395232664e-06
1424              	-2.4718483203e-07	7.9171499251e-03	4.3666998480e-06	1.9361650919e-06	2.4305347560e-06
1425              	-2.4595599599e-07	7.9170862426e-03	4.3512471008e-06	1.9296675544e-06	2.4215795464e-06
1426              	-2.4473297912e-07	7.9170228163e-03	4.3358497280e-06	1.9231918849e-06	2.4126578431e-06
1427              	-2.4351570369e-07	7.9169596452e-03	4.3205074680e-06	1.9167380303e-06	2.4037694377e-06
1428              	-2.4230413674e-07	7.9168967284e-03	4.3052200702e-06	1.9103058984e-06	2.3949141718e-06
1429              	-2.4109815651e-07	7.9168340652e-03	4.2899869415e-06	1.9038953142e-06	2.3860916273e-06
1430              	-2.3989775014e-07	7.9167716547e-03	4.2748078394e-06	1.8975061696e-06	2.3773016699e-06
1431              	-2.3870295903e-07	7.9167094958e-03	4.2596827754e-06	1.8911384287e-06	2.3685443467e-06
1432              	-2.3751375760e-07	7.9166475873e-03	4.2446116846e-06	1.8847920847e-06	2.3598195999e-06
1433              	-2.3633014155e-07	7.9165859282e-03	4.2295944025e-06	1.8784670597e-06	2.3511273428e-06
1434              	-2.3515208670e-07	7.9165245177e-03	4.2146307853e-06	1.8721633059e-06	2.3424674793e-06
1435              	-2.3397951354e-07	7.9164633547e-03	4.1997203892e-06	1.8658806810e-06	2.3338397081e-06
1436              	-2.3281236758e-07	7.9164024384e-03	4.1848630025e-06	1.8596191336e-06	2.3252438688e-06
1437              	-2.3165068169e-07	7.9163417678e-03	4.1700585464e-06	1.8533785915e-06	2.3166799549e-06
1438              	-2.3049442893e-07	7.9162813420e-03	4.1553067976e-06	1.8471589698e-06	2.3081478277e-06
1439              	-2.2934358258e-07	7.9162211601e-03	4.1406076039e-06	1.8409602193e-06	2.2996473845e-06
1440              	-2.2819811628e-07	7.9161612210e-03	4.1259607553e-06	1.8347822614e-06	2.2911784939e-06
1441              	-2.2705798715e-07	7.9161015236e-03	4.1113660426e-06	1.8286250342e-06	2.2827410085e-06
1442              	-2.2592317214e-07	7.9160420672e-03	4.0968232342e-06	1.8224884450e-06	2.2743347892e-06
1443              	-2.2479367836e-07	7.9159828508e-03	4.0823322581e-06	1.8163724507e-06	2.2659598074e-06
1444              	-2.2366945579e-07	7.9159238735e-03	4.0678928149e-06	1.8102769517e-06	2.2576158633e-06
1445              	-2.2255045768e-07	7.9158651344e-03	4.0535046726e-06	1.8042018786e-06	2.2493027940e-06
1446              	-2.2143668291e-07	7.9158066324e-03	4.0391677018e-06	1.7981471680e-06	2.2410205338e-06
1447              	-2.2032815024e-07	7.9157483666e-03	4.0248818733e-06	1.7921127864e-06	2.2327690869e-06
1448              	-2.1922483086e-07	7.9156903361e-03	4.0106469841e-06	1.7860986612e-06	2.2245483229e-06
1449              	-2.1812669264e-07	7.9156325400e-03	3.9964628515e-06	1.7801047331e-06	2.2163581184e-06
1450              	-2.1703369616e-07	7.9155749775e-03	3.9823291981e-06	1.7741309029e-06	2.2081982952e-06
1451              	-2.1594580745e-07	7.9155176476e-03	3.9682458367e-06	1.7681771109e-06	2.2000687258e-06
1452              	-2.1486301300e-07	7.9154605495e-03	3.9542126586e-06	1.7622433163e-06	2.1919693423e-06
1453              	-2.1378533946e-07	7.9154036821e-03	3.9402295959e-06	1.7563294585e-06	2.1839001374e-06
1454              	-2.1271271769e-07	7.9153470446e-03	3.9262963204e-06	1.7504354425e-06	2.1758608779e-06
1455              	-2.1164510329e-07	7.9152906361e-03	3.9124126308e-06	1.7445612121e-06	2.1678514187e-06
1456              	-2.1058250606e-07	7.9152344557e-03	3.8985784044e-06	1.7387066962e-06	2.1598717083e-06
1457              	-2.0952487530e-07	7.9151785026e-03	3.8847934277e-06	1.7328718386e-06	2.1519215892e-06
1458              	-2.0847221437e-07	7.9151227757e-03	3.8710576090e-06	1.7270565901e-06	2.1440010189e-06
1459              	-2.0742451398e-07	7.9150672743e-03	3.8573708061e-06	1.7212608890e-06	2.1361099170e-06
1460              	-2.0638182557e-07	7.9150119974e-03	3.8437330402e-06	1.7154846945e-06	2.1282483457e-06
1461              	-2.0534395959e-07	7.9149569442e-03	3.8301437419e-06	1.7097279113e-06	2.1204158305e-06
1462              	-2.0431093651e-07	7.9149021139e-03	3.8166027545e-06	1.7039904407e-06	2.1126123138e-06
1463              	-2.0328276569e-07	7.9148475055e-03	3.8031100410e-06	1.6982722548e-06	2.1048377862e-06
1464              	-2.0225949009e-07	7.9147931182e-03	3.7896655691e-06	1.6925732945e-06	2.0970922747e-06
1465              	-2.0124102818e-07	7.9147389511e-03	3.7762691276e-06	1.6868935356e-06	2.0893755920e-06
1466              	-2.0022734742e-07	7.9146850033e-03	3.7629204317e-06	1.6812328684e-06	2.0816875633e-06
1467              	-1.9921841317e-07	7.9146312740e-03	3.7496193049e-06	1.6755912393e-06	2.0740280656e-06
1468              	-1.9821423869e-07	7.9145777624e-03	3.7363656806e-06	1.6699686016e-06	2.0663970790e-06
1469              	-1.9721476576e-07	7.9145244676e-03	3.7231592967e-06	1.6643648826e-06	2.0587944141e-06
1470              	-1.9622000730e-07	7.9144713887e-03	3.7100000152e-06	1.6587800003e-06	2.0512200149e-06
1471              	-1.9522994475e-07	7.9144185250e-03	3.6968876903e-06	1.6532139004e-06	2.0436737899e-06
1472              	-1.9424457795e-07	7.9143658755e-03	3.6838222587e-06	1.6476665514e-06	2.0361557073e-06
1473              	-1.9326382765e-07	7.9143134394e-03	3.6708034000e-06	1.6421378724e-06	2.0286655277e-06
1474              	-1.9228770832e-07	7.9142612159e-03	3.6578311084e-06	1.6366278459e-06	2.0212032625e-06
1475              	-1.9131630989e-07	7.9142092010e-03	3.6449051296e-06	1.6311362549e-06	2.0137688747e-06
1476              	-1.9034951004e-07	7.9141573967e-03	3.6320254504e-06	1.6256632151e-06	2.0063622352e-06
1477              	-1.8938721260e-07	7.9141058048e-03	3.6191918047e-06	1.6202086898e-06	1.9989831150e-06
1478              	-1.8842944193e-07	7.9140544245e-03	3.6064039284e-06	1.6147725223e-06	1.9916314061e-06
1479              	-1.8747618720e-07	7.9140032533e-03	3.5936616170e-06	1.6093546213e-06	1.9843069957e-06
1480              	-1.8652740251e-07	7.9139522886e-03	3.5809646371e-06	1.6039549160e-06	1.9770097210e-06
1481              	-1.8558300444e-07	7.9139015293e-03	3.5683128290e-06	1.5985734101e-06	1.9697394190e-06
1482              	-1.8464303725e-07	7.9138509752e-03	3.5557060660e-06	1.5932099957e-06	1.9624960702e-06
1483              	-1.8370743851e-07	7.9138006270e-03	3.5431441242e-06	1.5878646236e-06	1.9552795006e-06
1484              	-1.8277637276e-07	7.9137504808e-03	3.5306268974e-06	1.5825370760e-06	1.9480898215e-06
1485              	-1.8184964213e-07	7.9137005384e-03	3.5181540890e-06	1.5772274024e-06	1.9409266866e-06
1486              	-1.8092703503e-07	7.9136508007e-03	3.5057252608e-06	1.5719355954e-06	1.9337896654e-06
1487              	-1.8000862122e-07	7.9136012670e-03	3.4933403328e-06	1.5666615452e-06	1.9266787876e-06
1488              	-1.7909453349e-07	7.9135519351e-03	3.4809994051e-06	1.5614051691e-06	1.9195942361e-06
1489              	-1.7818487730e-07	7.9135028030e-03	3.4687025757e-06	1.5561664105e-06	1.9125361651e-06
1490              	-1.7727968173e-07	7.9134538695e-03	3.4564500097e-06	1.5509453231e-06	1.9055046866e-06
1491              	-1.7637886947e-07	7.9134051343e-03	3.4442415835e-06	1.5457419223e-06	1.8984996612e-06
1492              	-1.7548228038e-07	7.9133565977e-03	3.4320768362e-06	1.5405561377e-06	1.8915206985e-06
1493              	-1.7458985989e-07	7.9133082592e-03	3.4199553853e-06	1.5353878328e-06	1.8845675525e-06
1494              	-1.7370157390e-07	7.9132601178e-03	3.4078769023e-06	1.5302368773e-06	1.8776400251e-06
1495              	-1.7281747281e-07	7.9132121721e-03	3.3958412911e-06	1.5251031728e-06	1.8707381184e-06
1496              	-1.7193762526e-07	7.9131644209e-03	3.3838488038e-06	1.5199867766e-06	1.8638620272e-06
1497              	-1.7106199176e-07	7.9131168639e-03	3.3718992503e-06	1.5148876334e-06	1.8570116169e-06
1498              	-1.7019046604e-07	7.9130695009e-03	3.3599922707e-06	1.5098056693e-06	1.8501866014e-06
