# Residuals       
# Time            	p                 	Ux                	Uz                	k                 	omega             
785               	6.3872209553e-06	2.9588514466e-06	2.2263852427e-05	1.7827035137e-06	6.8065444351e-08
786               	6.3685850254e-06	2.9536913239e-06	2.2163310121e-05	1.7797511420e-06	6.7904991498e-08
787               	6.3499383742e-06	2.9485465302e-06	2.2063289693e-05	1.7768058721e-06	6.7745063757e-08
788               	6.3314345553e-06	2.9434164870e-06	2.1963658062e-05	1.7738676524e-06	6.7585567827e-08
789               	6.3128277735e-06	2.9383022356e-06	2.1864956427e-05	1.7709364540e-06	6.7426396491e-08
790               	6.2942418040e-06	2.9332019280e-06	2.1767093676e-05	1.7680123070e-06	6.7268162018e-08
791               	6.2754892288e-06	2.9281141697e-06	2.1668139414e-05	1.7650951640e-06	6.7110266307e-08
792               	6.2565266679e-06	2.9230404484e-06	2.1568037933e-05	1.7621867975e-06	6.6949850210e-08
793               	6.2370959756e-06	2.9179812683e-06	2.1464643436e-05	1.7592892017e-06	6.6789690759e-08
794               	6.2184484556e-06	2.9129386664e-06	2.1367548577e-05	1.7564020600e-06	6.6631608693e-08
795               	6.2000450905e-06	2.9079171901e-06	2.1272315334e-05	1.7535233814e-06	6.6476544152e-08
796               	6.1817444482e-06	2.9029129093e-06	2.1176990445e-05	1.7506514244e-06	6.6323167416e-08
797               	6.1636127437e-06	2.8979248113e-06	2.1081390884e-05	1.7477854823e-06	6.6170310176e-08
798               	6.1457363383e-06	2.8929514524e-06	2.0985536577e-05	1.7449256472e-06	6.6017823711e-08
799               	6.1279173159e-06	2.8879918402e-06	2.0889891285e-05	1.7420717237e-06	6.5866043523e-08
800               	6.1101248877e-06	2.8830452621e-06	2.0794810476e-05	1.7392237527e-06	6.5714587221e-08
801               	6.0924892803e-06	2.8781113940e-06	2.0700372198e-05	1.7363817906e-06	6.5563399074e-08
802               	6.0750869635e-06	2.8731905638e-06	2.0606515710e-05	1.7335459929e-06	6.5412746092e-08
803               	6.0576266485e-06	2.8682829784e-06	2.0513267432e-05	1.7307159288e-06	6.5262497847e-08
804               	6.0400650081e-06	2.8633891926e-06	2.0420247518e-05	1.7278886036e-06	6.5112422415e-08
805               	6.0220448180e-06	2.8585096670e-06	2.0327658322e-05	1.7250681006e-06	6.4963490896e-08
806               	6.0037637882e-06	2.8536441556e-06	2.0235582786e-05	1.7222529711e-06	6.4814950898e-08
807               	5.9856653829e-06	2.8487923844e-06	2.0143969963e-05	1.7194415231e-06	6.4666443732e-08
808               	5.9682859006e-06	2.8439543971e-06	2.0054432805e-05	1.7166370569e-06	6.4518518093e-08
809               	5.9510408645e-06	2.8391303830e-06	1.9963977839e-05	1.7138392221e-06	6.4370980487e-08
810               	5.9337984924e-06	2.8343202130e-06	1.9873585752e-05	1.7110479935e-06	6.4223777452e-08
811               	5.9167555179e-06	2.8295232089e-06	1.9783807457e-05	1.7082634872e-06	6.4076664118e-08
812               	5.8992085686e-06	2.8247388505e-06	1.9693952395e-05	1.7054869556e-06	6.3926592537e-08
813               	5.8816372201e-06	2.8199664040e-06	1.9604687291e-05	1.7027187582e-06	6.3778334476e-08
814               	5.8648283835e-06	2.8152074161e-06	1.9515817952e-05	1.6999578837e-06	6.3632164723e-08
815               	5.8479163879e-06	2.8104639974e-06	1.9427248350e-05	1.6972035910e-06	6.3486711504e-08
816               	5.8307072873e-06	2.8057357353e-06	1.9339063437e-05	1.6944556504e-06	6.3341627079e-08
817               	5.8130831315e-06	2.8010222828e-06	1.9249471386e-05	1.6917139245e-06	6.3196803957e-08
818               	5.7955049626e-06	2.7963237216e-06	1.9161580786e-05	1.6889781141e-06	6.3052160349e-08
819               	5.7779224978e-06	2.7916394094e-06	1.9074117664e-05	1.6862441235e-06	6.2906963759e-08
820               	5.7601081115e-06	2.7869692253e-06	1.8987170429e-05	1.6835126570e-06	6.2761651480e-08
821               	5.7424745519e-06	2.7823118866e-06	1.8900736036e-05	1.6807883012e-06	6.2617324506e-08
822               	5.7254444541e-06	2.7776664741e-06	1.8814901553e-05	1.6780705149e-06	6.2473459982e-08
823               	5.7087316571e-06	2.7730331287e-06	1.8729794252e-05	1.6753592547e-06	6.2329952437e-08
824               	5.6932964827e-06	2.7684122514e-06	1.8645246081e-05	1.6726546420e-06	6.2186785234e-08
825               	5.6783581643e-06	2.7638040511e-06	1.8561064605e-05	1.6699567828e-06	6.2043952660e-08
826               	5.6640975027e-06	2.7592110465e-06	1.8477178330e-05	1.6672658159e-06	6.1901486186e-08
827               	5.6501656162e-06	2.7546315795e-06	1.8393587516e-05	1.6645817095e-06	6.1759416565e-08
828               	5.6362652660e-06	2.7500656078e-06	1.8310363914e-05	1.6619044679e-06	6.1617706653e-08
829               	5.6225627432e-06	2.7455125458e-06	1.8227544897e-05	1.6592340409e-06	6.1476293305e-08
830               	5.6085959433e-06	2.7409724543e-06	1.8145104819e-05	1.6565703889e-06	6.1335167592e-08
831               	5.5939044449e-06	2.7364451676e-06	1.8063049870e-05	1.6539134110e-06	6.1194340655e-08
832               	5.5785567050e-06	2.7319311142e-06	1.7981338386e-05	1.6512640394e-06	6.1052879935e-08
833               	5.5626417874e-06	2.7274308939e-06	1.7899958681e-05	1.6486242090e-06	6.0910426900e-08
834               	5.5466707210e-06	2.7229436089e-06	1.7818916555e-05	1.6459939632e-06	6.0768847760e-08
835               	5.5305649125e-06	2.7184698371e-06	1.7738266597e-05	1.6433717953e-06	6.0628077502e-08
836               	5.5143094929e-06	2.7140101374e-06	1.7658025318e-05	1.6407566472e-06	6.0487998484e-08
837               	5.4980169747e-06	2.7095638407e-06	1.7578157398e-05	1.6381478970e-06	6.0348444803e-08
838               	5.4818060564e-06	2.7051305738e-06	1.7498645193e-05	1.6355452088e-06	6.0209508523e-08
839               	5.4655904447e-06	2.7007114898e-06	1.7419474575e-05	1.6329483750e-06	6.0070973511e-08
840               	5.4495652229e-06	2.6963049281e-06	1.7340658484e-05	1.6303572136e-06	5.9932775826e-08
841               	5.4336091360e-06	2.6919117672e-06	1.7262205218e-05	1.6277716376e-06	5.9794923059e-08
842               	5.4178355683e-06	2.6875315636e-06	1.7184110943e-05	1.6251915926e-06	5.9657439725e-08
843               	5.4021895582e-06	2.6831669927e-06	1.7106380960e-05	1.6226170474e-06	5.9520323881e-08
844               	5.3866818213e-06	2.6788187219e-06	1.7029008387e-05	1.6200479888e-06	5.9383557943e-08
845               	5.3712586578e-06	2.6744849485e-06	1.6951985943e-05	1.6174844170e-06	5.9247083367e-08
846               	5.3558146574e-06	2.6701634638e-06	1.6875305681e-05	1.6149263609e-06	5.9110898634e-08
847               	5.3403263412e-06	2.6658538899e-06	1.6798954700e-05	1.6123738852e-06	5.8974993058e-08
848               	5.3246641921e-06	2.6615571949e-06	1.6722947871e-05	1.6098270166e-06	5.8839360321e-08
849               	5.3088550804e-06	2.6572720667e-06	1.6647291994e-05	1.6072858185e-06	5.8703999049e-08
850               	5.2932790316e-06	2.6529986680e-06	1.6572005422e-05	1.6047501899e-06	5.8568907117e-08
851               	5.2769766938e-06	2.6487389622e-06	1.6496457453e-05	1.6022201560e-06	5.8434241912e-08
852               	5.2604564331e-06	2.6444908454e-06	1.6421469181e-05	1.5996958198e-06	5.8300011606e-08
853               	5.2438930663e-06	2.6402578597e-06	1.6347115029e-05	1.5971772920e-06	5.8166151873e-08
854               	5.2270973805e-06	2.6360408305e-06	1.6272654626e-05	1.5946644310e-06	5.8032593703e-08
855               	5.2105309623e-06	2.6318356609e-06	1.6198803360e-05	1.5921571972e-06	5.7899367627e-08
856               	5.1943273972e-06	2.6276417301e-06	1.6125461496e-05	1.5896556577e-06	5.7766543150e-08
857               	5.1786243177e-06	2.6234593568e-06	1.6052403885e-05	1.5871597791e-06	5.7634037423e-08
858               	5.1634453161e-06	2.6192873182e-06	1.5979712507e-05	1.5846695523e-06	5.7501886728e-08
859               	5.1488645901e-06	2.6151260081e-06	1.5907545432e-05	1.5821849714e-06	5.7370031591e-08
860               	5.1345545963e-06	2.6109763812e-06	1.5835669812e-05	1.5797060720e-06	5.7238434513e-08
861               	5.1201445614e-06	2.6068386128e-06	1.5763987606e-05	1.5772330215e-06	5.7107211827e-08
862               	5.1056856509e-06	2.6027125191e-06	1.5692535863e-05	1.5747661272e-06	5.6976489448e-08
863               	5.0914883377e-06	2.5985982682e-06	1.5621414942e-05	1.5723054352e-06	5.6846050271e-08
864               	5.0778905397e-06	2.5944952677e-06	1.5550821364e-05	1.5698504503e-06	5.6715863449e-08
865               	5.0650896141e-06	2.5904035100e-06	1.5480634505e-05	1.5674010371e-06	5.6585998252e-08
866               	5.0532551016e-06	2.5863232146e-06	1.5410555011e-05	1.5649574179e-06	5.6456546590e-08
867               	5.0419490342e-06	2.5822546010e-06	1.5340528292e-05	1.5625199273e-06	5.6327382421e-08
868               	5.0300309739e-06	2.5781978018e-06	1.5270599816e-05	1.5600885430e-06	5.6198477563e-08
869               	5.0167465985e-06	2.5741527783e-06	1.5200896438e-05	1.5576631950e-06	5.6070012052e-08
870               	5.0020886866e-06	2.5701186785e-06	1.5131566917e-05	1.5552437450e-06	5.5941949049e-08
871               	4.9866726715e-06	2.5660955352e-06	1.5062616297e-05	1.5528300217e-06	5.5814140888e-08
872               	4.9707064279e-06	2.5620841443e-06	1.4993131066e-05	1.5504219000e-06	5.5686668612e-08
873               	4.9540291242e-06	2.5580828822e-06	1.4924317800e-05	1.5480192462e-06	5.5559595320e-08
874               	4.9370832843e-06	2.5540924764e-06	1.4856248960e-05	1.5456219618e-06	5.5432765787e-08
875               	4.9206472455e-06	2.5501140341e-06	1.4788577208e-05	1.5432299884e-06	5.5306488729e-08
876               	4.9046410832e-06	2.5461468688e-06	1.4721382640e-05	1.5408432839e-06	5.5180592321e-08
877               	4.8894146546e-06	2.5421905769e-06	1.4654663807e-05	1.5384618185e-06	5.5055052641e-08
878               	4.8748322445e-06	2.5382448658e-06	1.4588394151e-05	1.5360855846e-06	5.4929990812e-08
879               	4.8607320162e-06	2.5343086479e-06	1.4522513765e-05	1.5337145570e-06	5.4805372010e-08
880               	4.8471530674e-06	2.5303822500e-06	1.4456965222e-05	1.5313487790e-06	5.4680490931e-08
881               	4.8338385751e-06	2.5264657262e-06	1.4391685912e-05	1.5289883503e-06	5.4554185386e-08
882               	4.8207733744e-06	2.5225589668e-06	1.4326670311e-05	1.5266330147e-06	5.4430819103e-08
883               	4.8080157345e-06	2.5186632219e-06	1.4261941465e-05	1.5242818114e-06	5.4309771391e-08
884               	4.7952274353e-06	2.5147783115e-06	1.4197482929e-05	1.5219326546e-06	5.4191626466e-08
885               	4.7822802520e-06	2.5109044815e-06	1.4133292865e-05	1.5195859365e-06	5.4073255493e-08
886               	4.7691648453e-06	2.5070403477e-06	1.4069366682e-05	1.5172438681e-06	5.3954512525e-08
887               	4.7558044019e-06	2.5031932415e-06	1.4005694146e-05	1.5149073931e-06	5.3835620225e-08
888               	4.7423860180e-06	2.4993552310e-06	1.3942305496e-05	1.5125769417e-06	5.3716756380e-08
889               	4.7291961604e-06	2.4955265371e-06	1.3879269893e-05	1.5102526171e-06	5.3597994220e-08
890               	4.7171441252e-06	2.4917074527e-06	1.3816588743e-05	1.5079343712e-06	5.3479443863e-08
891               	4.7062292842e-06	2.4878990547e-06	1.3754249715e-05	1.5056220883e-06	5.3361098585e-08
892               	4.6954394131e-06	2.4841009531e-06	1.3692224593e-05	1.5033156348e-06	5.3242970778e-08
893               	4.6844358397e-06	2.4803138996e-06	1.3630516726e-05	1.5010149040e-06	5.3125050115e-08
894               	4.6731018134e-06	2.4765374891e-06	1.3569136479e-05	1.4987181735e-06	5.3003982272e-08
895               	4.6611473181e-06	2.4727686054e-06	1.3508063070e-05	1.4964233392e-06	5.2873733807e-08
896               	4.6481598755e-06	2.4690036588e-06	1.3447278873e-05	1.4941370321e-06	5.2747821329e-08
897               	4.6347225337e-06	2.4652521810e-06	1.3386791253e-05	1.4918581401e-06	5.2630814824e-08
898               	4.6212590969e-06	2.4615143894e-06	1.3326678324e-05	1.4895825332e-06	5.2514637971e-08
899               	4.6079609305e-06	2.4577865575e-06	1.3266791863e-05	1.4873108723e-06	5.2398751754e-08
900               	4.5947780525e-06	2.4540688703e-06	1.3206995915e-05	1.4850442498e-06	5.2282804444e-08
901               	4.5817825160e-06	2.4503625965e-06	1.3147391087e-05	1.4827835657e-06	5.2166860554e-08
902               	4.5690787120e-06	2.4466658183e-06	1.3088050823e-05	1.4805291546e-06	5.2051239969e-08
903               	4.5566061321e-06	2.4429781700e-06	1.3029017384e-05	1.4782810478e-06	5.1936055865e-08
904               	4.5440636971e-06	2.4393003025e-06	1.2970332661e-05	1.4760390329e-06	5.1821269896e-08
905               	4.5314902236e-06	2.4356321228e-06	1.2911993948e-05	1.4738027977e-06	5.1706786382e-08
906               	4.5188117668e-06	2.4319746268e-06	1.2853936844e-05	1.4715720273e-06	5.1592596738e-08
907               	4.5060220223e-06	2.4283266283e-06	1.2796142628e-05	1.4693463750e-06	5.1478590875e-08
908               	4.4932037228e-06	2.4246878528e-06	1.2738617519e-05	1.4671256446e-06	5.1364695899e-08
909               	4.4803743072e-06	2.4210604832e-06	1.2681369109e-05	1.4649097180e-06	5.1250913958e-08
910               	4.4675767944e-06	2.4174425868e-06	1.2624390490e-05	1.4626985371e-06	5.1137348223e-08
911               	4.4548849980e-06	2.4138364222e-06	1.2567703223e-05	1.4604921053e-06	5.1023950868e-08
912               	4.4423929990e-06	2.4102433788e-06	1.2511318147e-05	1.4582903909e-06	5.0910756186e-08
913               	4.4301256622e-06	2.4066594014e-06	1.2455218073e-05	1.4560933963e-06	5.0797868023e-08
914               	4.4179568628e-06	2.4030845528e-06	1.2399387344e-05	1.4539011575e-06	5.0685193196e-08
915               	4.4057917571e-06	2.3995195988e-06	1.2343819683e-05	1.4517140189e-06	5.0572695261e-08
916               	4.3936161662e-06	2.3959643564e-06	1.2288522576e-05	1.4495320021e-06	5.0459525879e-08
917               	4.3814355299e-06	2.3924187741e-06	1.2233472190e-05	1.4473551543e-06	5.0346513174e-08
918               	4.3691916068e-06	2.3888830129e-06	1.2178669455e-05	1.4451819457e-06	5.0234498575e-08
919               	4.3569329853e-06	2.3853562582e-06	1.2124149806e-05	1.4430128007e-06	5.0122725586e-08
920               	4.3446911389e-06	2.3818387019e-06	1.2069906977e-05	1.4408482915e-06	5.0011173622e-08
921               	4.3322181196e-06	2.3783306723e-06	1.2015929599e-05	1.4386885981e-06	4.9899835174e-08
922               	4.3199010915e-06	2.3748322249e-06	1.1962189586e-05	1.4365337543e-06	4.9788707197e-08
923               	4.3072923197e-06	2.3713427437e-06	1.1908676197e-05	1.4343837299e-06	4.9677807776e-08
924               	4.2945413163e-06	2.3678618971e-06	1.1855422854e-05	1.4322384766e-06	4.9567122061e-08
925               	4.2819965274e-06	2.3643897980e-06	1.1802395430e-05	1.4300979604e-06	4.9456664056e-08
926               	4.2696255168e-06	2.3609272673e-06	1.1749623743e-05	1.4279622501e-06	4.9346410045e-08
927               	4.2573882816e-06	2.3574739469e-06	1.1697117776e-05	1.4258312306e-06	4.9236356177e-08
928               	4.2449330347e-06	2.3540290695e-06	1.1644856774e-05	1.4237048548e-06	4.9126664331e-08
929               	4.2322597296e-06	2.3505928678e-06	1.1592861120e-05	1.4215835223e-06	4.9016943716e-08
930               	4.2196982450e-06	2.3471652614e-06	1.1541140163e-05	1.4194679475e-06	4.8907231162e-08
931               	4.2074349546e-06	2.3437466082e-06	1.1489701280e-05	1.4173581922e-06	4.8798265012e-08
932               	4.1953576086e-06	2.3403365488e-06	1.1438507719e-05	1.4152540025e-06	4.8689397388e-08
933               	4.1833631330e-06	2.3369352179e-06	1.1387578482e-05	1.4131556896e-06	4.8580554984e-08
934               	4.1715461294e-06	2.3335428238e-06	1.1336900261e-05	1.4110633200e-06	4.8472600312e-08
935               	4.1597750946e-06	2.3301591458e-06	1.1286482379e-05	1.4089761472e-06	4.8364846998e-08
936               	4.1480327108e-06	2.3267844549e-06	1.1236307268e-05	1.4068946158e-06	4.8255962730e-08
937               	4.1363238582e-06	2.3234180182e-06	1.1186386554e-05	1.4048199293e-06	4.8146057527e-08
938               	4.1247289578e-06	2.3200599690e-06	1.1136710520e-05	1.4027516473e-06	4.8037905711e-08
939               	4.1132772567e-06	2.3167099080e-06	1.1087306768e-05	1.4006884253e-06	4.7930607837e-08
940               	4.1018554195e-06	2.3133677298e-06	1.1038172611e-05	1.3986296054e-06	4.7823767465e-08
941               	4.0906269696e-06	2.3100332508e-06	1.0989262090e-05	1.3965747446e-06	4.7717216269e-08
942               	4.0794725078e-06	2.3067067906e-06	1.0940543638e-05	1.3945236705e-06	4.7610956718e-08
943               	4.0684197408e-06	2.3033887575e-06	1.0892009440e-05	1.3924757025e-06	4.7504763866e-08
944               	4.0574198184e-06	2.3000788994e-06	1.0843694125e-05	1.3904278842e-06	4.7398088624e-08
945               	4.0462372579e-06	2.2967773719e-06	1.0795551244e-05	1.3883830014e-06	4.7291435200e-08
946               	4.0349759514e-06	2.2934838853e-06	1.0747479611e-05	1.3863435280e-06	4.7184864216e-08
947               	4.0238079892e-06	2.2901993062e-06	1.0699647893e-05	1.3843092701e-06	4.7078939729e-08
948               	4.0125822902e-06	2.2869237047e-06	1.0652135333e-05	1.3822796923e-06	4.6973560841e-08
949               	4.0012491347e-06	2.2836574942e-06	1.0604891559e-05	1.3802546306e-06	4.6868500467e-08
950               	3.9898607664e-06	2.2803999413e-06	1.0557821395e-05	1.3782340864e-06	4.6763723727e-08
951               	3.9784573209e-06	2.2771503487e-06	1.0510960083e-05	1.3762180386e-06	4.6659231765e-08
952               	3.9671348264e-06	2.2739083915e-06	1.0464440899e-05	1.3742064439e-06	4.6555076937e-08
953               	3.9559620117e-06	2.2706741284e-06	1.0418235036e-05	1.3721992429e-06	4.6451145652e-08
954               	3.9449065040e-06	2.2674480943e-06	1.0372214890e-05	1.3701963710e-06	4.6347438571e-08
955               	3.9339721545e-06	2.2642300362e-06	1.0326363965e-05	1.3681977673e-06	4.6243974441e-08
956               	3.9231837689e-06	2.2610203904e-06	1.0280698229e-05	1.3662033794e-06	4.6140733658e-08
957               	3.9125010144e-06	2.2578197526e-06	1.0235232227e-05	1.3642131655e-06	4.6037718766e-08
958               	3.9018771829e-06	2.2546291358e-06	1.0189981383e-05	1.3622270934e-06	4.5935081846e-08
959               	3.8912932058e-06	2.2514476152e-06	1.0144947641e-05	1.3602451954e-06	4.5832829650e-08
960               	3.8807474744e-06	2.2482738512e-06	1.0100119197e-05	1.3582674763e-06	4.5730799414e-08
961               	3.8702350161e-06	2.2451086473e-06	1.0055496262e-05	1.3562938615e-06	4.5628968432e-08
962               	3.8597159409e-06	2.2419522341e-06	1.0011074219e-05	1.3543243271e-06	4.5527343417e-08
963               	3.8491749517e-06	2.2388033720e-06	9.9668691403e-06	1.3523588673e-06	4.5425942086e-08
964               	3.8386351412e-06	2.2356623355e-06	9.9228743535e-06	1.3503974779e-06	4.5324905259e-08
965               	3.8281512625e-06	2.2325301304e-06	9.8790882608e-06	1.3484402184e-06	4.5224116226e-08
966               	3.8176440658e-06	2.2294065479e-06	9.8355010366e-06	1.3464870700e-06	4.5123545580e-08
967               	3.8071543316e-06	2.2262915922e-06	9.7920786501e-06	1.3445379947e-06	4.5023324604e-08
968               	3.7967527647e-06	2.2231870468e-06	9.7489337593e-06	1.3425929860e-06	4.4923504360e-08
969               	3.7862824854e-06	2.2200910454e-06	9.7060176294e-06	1.3406520283e-06	4.4824194253e-08
970               	3.7760022151e-06	2.2170027822e-06	9.6633140463e-06	1.3387151139e-06	4.4725393149e-08
971               	3.7656755129e-06	2.2139220174e-06	9.6208299769e-06	1.3367822434e-06	4.4626838188e-08
972               	3.7553381786e-06	2.2108494770e-06	9.5785656349e-06	1.3348534301e-06	4.4528470845e-08
973               	3.7450730927e-06	2.2077851801e-06	9.5364993790e-06	1.3329295457e-06	4.4429419127e-08
974               	3.7348701081e-06	2.2047284321e-06	9.4946336089e-06	1.3310118849e-06	4.4329901344e-08
975               	3.7246837105e-06	2.2016791712e-06	9.4530060502e-06	1.3291001979e-06	4.4231025191e-08
976               	3.7145512637e-06	2.1986376340e-06	9.4116159752e-06	1.3271934176e-06	4.4132918347e-08
977               	3.7045048040e-06	2.1956035308e-06	9.3704642088e-06	1.3252914278e-06	4.4033844899e-08
978               	3.6945408591e-06	2.1925763299e-06	9.3295253994e-06	1.3233944771e-06	4.3934346381e-08
979               	3.6846184949e-06	2.1895556899e-06	9.2887647242e-06	1.3215018149e-06	4.3837028180e-08
980               	3.6747296009e-06	2.1865414277e-06	9.2482080502e-06	1.3196125821e-06	4.3740441785e-08
981               	3.6648971513e-06	2.1835336260e-06	9.2078209678e-06	1.3177264923e-06	4.3644173375e-08
982               	3.6551233256e-06	2.1805325392e-06	9.1676201712e-06	1.3158434787e-06	4.3548421587e-08
983               	3.6454023038e-06	2.1775383894e-06	9.1275950367e-06	1.3139635828e-06	4.3452901697e-08
984               	3.6356852709e-06	2.1745507991e-06	9.0877698020e-06	1.3120867632e-06	4.3357605612e-08
985               	3.6260136443e-06	2.1715702833e-06	9.0481360183e-06	1.3102119873e-06	4.3263285540e-08
986               	3.6163495634e-06	2.1685973079e-06	9.0086912431e-06	1.3083391711e-06	4.3168401355e-08
987               	3.6066963682e-06	2.1656319879e-06	8.9694295335e-06	1.3064684217e-06	4.3074557486e-08
988               	3.5970494636e-06	2.1626743084e-06	8.9303201329e-06	1.3045995141e-06	4.2980314442e-08
989               	3.5874016198e-06	2.1597243008e-06	8.8913775970e-06	1.3027333673e-06	4.2886398926e-08
990               	3.5777688691e-06	2.1567816254e-06	8.8526258065e-06	1.3008706060e-06	4.2792858694e-08
991               	3.5681765219e-06	2.1538459311e-06	8.8140876735e-06	1.2990114897e-06	4.2700134082e-08
992               	3.5586511438e-06	2.1509177552e-06	8.7757341937e-06	1.2971561497e-06	4.2608297620e-08
993               	3.5491525537e-06	2.1479976129e-06	8.7375847235e-06	1.2953046803e-06	4.2516668962e-08
994               	3.5396677343e-06	2.1450849205e-06	8.6996318509e-06	1.2934570854e-06	4.2425258078e-08
995               	3.5301847352e-06	2.1421801988e-06	8.6618685797e-06	1.2916134231e-06	4.2334065609e-08
996               	3.5207217588e-06	2.1392826942e-06	8.6242929111e-06	1.2897737121e-06	4.2243103477e-08
997               	3.5112907714e-06	2.1363926743e-06	8.5868944449e-06	1.2879379183e-06	4.2152378008e-08
998               	3.5018884430e-06	2.1335095192e-06	8.5496848679e-06	1.2861059406e-06	4.2061780047e-08
999               	3.4925007769e-06	2.1306329473e-06	8.5126648831e-06	1.2842776088e-06	4.1971346794e-08
1000              	3.4832851963e-06	2.1277634429e-06	8.4758215555e-06	1.2824526951e-06	4.1880957209e-08
1001              	3.4743967192e-06	2.1249021417e-06	8.4391443465e-06	1.2806309606e-06	4.1790609133e-08
1002              	3.4656265951e-06	2.1220487068e-06	8.4026830141e-06	1.2788122657e-06	4.1700273516e-08
1003              	3.4572141281e-06	2.1192032281e-06	8.3664069822e-06	1.2769965814e-06	4.1609913090e-08
1004              	3.4497979047e-06	2.1163654477e-06	8.3302671103e-06	1.2751839830e-06	4.1519645442e-08
1005              	3.4431404239e-06	2.1135346309e-06	8.2942898920e-06	1.2733746287e-06	4.1429562110e-08
1006              	3.4366705287e-06	2.1107110982e-06	8.2584927690e-06	1.2715687460e-06	4.1339753276e-08
1007              	3.4301685613e-06	2.1078947306e-06	8.2228573406e-06	1.2697665118e-06	4.1250265638e-08
1008              	3.4239508184e-06	2.1050855873e-06	8.1873557240e-06	1.2679680747e-06	4.1161149941e-08
1009              	3.4178520213e-06	2.1022840965e-06	8.1519967767e-06	1.2661735809e-06	4.1072415061e-08
1010              	3.4117790874e-06	2.0994899025e-06	8.1168067124e-06	1.2643831477e-06	4.0984037463e-08
1011              	3.4055143558e-06	2.0967023220e-06	8.0817825151e-06	1.2625968130e-06	4.0896004343e-08
1012              	3.3990069525e-06	2.0939213017e-06	8.0469169202e-06	1.2608145907e-06	4.0808319898e-08
1013              	3.3922142728e-06	2.0911468954e-06	8.0122450421e-06	1.2590365850e-06	4.0720913104e-08
1014              	3.3853315543e-06	2.0883793945e-06	7.9777324600e-06	1.2572627079e-06	4.0633761136e-08
1015              	3.3784495116e-06	2.0856189279e-06	7.9433912975e-06	1.2554930443e-06	4.0546821653e-08
1016              	3.3716396162e-06	2.0828662749e-06	7.9092571061e-06	1.2537274624e-06	4.0460053351e-08
1017              	3.3646677919e-06	2.0801215341e-06	7.8753327615e-06	1.2519658818e-06	4.0373435004e-08
1018              	3.3575981008e-06	2.0773831378e-06	7.8415843146e-06	1.2502084002e-06	4.0286941149e-08
1019              	3.3504350855e-06	2.0746513731e-06	7.8080089530e-06	1.2484548848e-06	4.0200559016e-08
1020              	3.3432437378e-06	2.0719262861e-06	7.7745919755e-06	1.2467052637e-06	4.0114282970e-08
1021              	3.3361817704e-06	2.0692076004e-06	7.7413376063e-06	1.2449591896e-06	4.0028465151e-08
1022              	3.3291220658e-06	2.0664954834e-06	7.7082423009e-06	1.2432151662e-06	3.9944472084e-08
1023              	3.3218645007e-06	2.0637899662e-06	7.6752973655e-06	1.2414734551e-06	3.9859504218e-08
1024              	3.3143755325e-06	2.0610884117e-06	7.6424850808e-06	1.2397358318e-06	3.9773902550e-08
1025              	3.3054163202e-06	2.0583792406e-06	7.6098240195e-06	1.2380030646e-06	3.9688029469e-08
1026              	3.2950095980e-06	2.0556912263e-06	7.5773433832e-06	1.2362758738e-06	3.9602275680e-08
1027              	3.2832741179e-06	2.0530114545e-06	7.5451630859e-06	1.2345553256e-06	3.9517361399e-08
1028              	3.2708521374e-06	2.0503377208e-06	7.5133949350e-06	1.2328428740e-06	3.9434122074e-08
1029              	3.2580763802e-06	2.0476697956e-06	7.4819906933e-06	1.2311390755e-06	3.9352718043e-08
1030              	3.2450254367e-06	2.0450068895e-06	7.4506978064e-06	1.2294434283e-06	3.9272888299e-08
1031              	3.2321264369e-06	2.0423495199e-06	7.4193941642e-06	1.2277547270e-06	3.9193629877e-08
1032              	3.2200044058e-06	2.0396982447e-06	7.3881029135e-06	1.2260711292e-06	3.9113937951e-08
1033              	3.2096981197e-06	2.0370536479e-06	7.3569244313e-06	1.2243905918e-06	3.9032974026e-08
1034              	3.1998794427e-06	2.0344165161e-06	7.3259324289e-06	1.2227113077e-06	3.8950251516e-08
1035              	3.1907393214e-06	2.0317869072e-06	7.2951506978e-06	1.2210319333e-06	3.8865646952e-08
1036              	3.1825909270e-06	2.0291651800e-06	7.2645369831e-06	1.2193516694e-06	3.8779388269e-08
1037              	3.1747406422e-06	2.0265508796e-06	7.2341538221e-06	1.2176703627e-06	3.8691994006e-08
1038              	3.1667848554e-06	2.0239439272e-06	7.2039540766e-06	1.2159880530e-06	3.8603798457e-08
1039              	3.1590845725e-06	2.0213429553e-06	7.1738705798e-06	1.2143053290e-06	3.8515184250e-08
1040              	3.1515313199e-06	2.0187471757e-06	7.1438866834e-06	1.2126228345e-06	3.8426560426e-08
1041              	3.1439371832e-06	2.0161567362e-06	7.1140871381e-06	1.2109415098e-06	3.8338297468e-08
1042              	3.1361450726e-06	2.0135713185e-06	7.0845147875e-06	1.2092619522e-06	3.8250629938e-08
1043              	3.1285449711e-06	2.0109913115e-06	7.0550816187e-06	1.2075849163e-06	3.8163764474e-08
1044              	3.1214446055e-06	2.0084169479e-06	7.0257320406e-06	1.2059108363e-06	3.8077868295e-08
1045              	3.1146839347e-06	2.0058483494e-06	6.9964974273e-06	1.2042401326e-06	3.7993046629e-08
1046              	3.1083271883e-06	2.0032864345e-06	6.9673921940e-06	1.2025732302e-06	3.7909251910e-08
