# Residuals     
# Time          	p               	Ux              	Uz              	e               	k               	omega           
0.00464         	7.53173035e-03	4.59613508e-03	6.99178254e-03	7.22597650e-03	1.58083899e-03	1.60791175e-04
0.00466         	7.51803753e-03	4.58482851e-03	6.97414647e-03	7.21379672e-03	1.66969002e-03	1.61758370e-04
0.00468         	7.50536278e-03	4.57354291e-03	6.95605830e-03	7.20325861e-03	1.77249270e-03	1.62006622e-04
0.0047          	7.49202042e-03	4.56150019e-03	6.93892132e-03	7.19333612e-03	1.89206127e-03	1.62586382e-04
0.00472         	7.48107258e-03	4.55049580e-03	6.92569849e-03	7.18425228e-03	2.03182118e-03	1.64213437e-04
0.00474         	7.46545457e-03	4.54241770e-03	6.91237839e-03	7.17104542e-03	2.19665204e-03	1.65662419e-04
0.00476         	7.44909433e-03	4.53675068e-03	6.90197444e-03	7.15645197e-03	2.39317677e-03	1.67290842e-04
0.00478         	7.43186390e-03	4.52943314e-03	6.88856556e-03	7.14476197e-03	2.63007893e-03	1.69255137e-04
0.0048          	7.41682087e-03	4.51859282e-03	6.87139071e-03	7.13368828e-03	2.91883152e-03	1.71823411e-04
0.00482         	7.39953528e-03	4.50970918e-03	6.85750167e-03	7.12205501e-03	3.19840475e-03	1.74906237e-04
0.00484         	7.37878011e-03	4.50218880e-03	6.84834883e-03	7.10860576e-03	3.39477929e-03	1.77976242e-04
0.00486         	7.36320910e-03	4.49349759e-03	6.83539012e-03	7.09284453e-03	3.38422641e-03	1.78947992e-04
0.00488         	7.34894881e-03	4.48388214e-03	6.81767989e-03	7.07758980e-03	3.21997020e-03	1.79381284e-04
0.0049          	7.33146614e-03	4.47461000e-03	6.79890612e-03	7.06272510e-03	3.02098771e-03	1.79746638e-04
0.00492         	7.31586680e-03	4.46458105e-03	6.78246343e-03	7.04858934e-03	2.77659191e-03	1.79467556e-04
0.00494         	7.30239332e-03	4.45307678e-03	6.76402920e-03	7.03852737e-03	2.58141120e-03	1.78814997e-04
0.00496         	7.29055046e-03	4.44088423e-03	6.74794507e-03	7.02870789e-03	2.33957812e-03	1.77776444e-04
0.00498         	7.27381004e-03	4.43252949e-03	6.73262933e-03	7.01503501e-03	2.13855101e-03	1.76482176e-04
0.005           	7.25635058e-03	4.42541727e-03	6.72089080e-03	6.99815136e-03	1.97699689e-03	1.74960733e-04
0.00502         	7.23888025e-03	4.41792556e-03	6.70779025e-03	6.98577231e-03	1.81346032e-03	1.73211350e-04
0.00504         	7.22022825e-03	4.40867633e-03	6.68980504e-03	6.97366835e-03	1.64999655e-03	1.71273858e-04
0.00506         	7.20347329e-03	4.39859607e-03	6.67453838e-03	6.96014973e-03	1.50904060e-03	1.69258605e-04
0.00508         	7.18568470e-03	4.39032221e-03	6.65748600e-03	6.94564035e-03	1.38914255e-03	1.67366299e-04
0.0051          	7.16657418e-03	4.38379654e-03	6.64174437e-03	6.93003836e-03	1.28957006e-03	1.65351264e-04
0.00512         	7.14936744e-03	4.37515628e-03	6.62398385e-03	6.91016550e-03	1.20770143e-03	1.63417707e-04
0.00514         	7.13302092e-03	4.36631071e-03	6.60384258e-03	6.89335776e-03	1.10689472e-03	1.61416763e-04
0.00516         	7.11600980e-03	4.35817688e-03	6.58437826e-03	6.87538339e-03	1.01597610e-03	1.59382197e-04
0.00518         	7.09545680e-03	4.34667075e-03	6.56580007e-03	6.85975659e-03	9.34074254e-04	1.57397373e-04
0.0052          	7.07800524e-03	4.33394494e-03	6.54367961e-03	6.84601149e-03	8.60487439e-04	1.55488052e-04
0.00522         	7.05871000e-03	4.32153561e-03	6.52492097e-03	6.83311052e-03	7.94508083e-04	1.53587143e-04
0.00524         	7.03903403e-03	4.31173885e-03	6.50745928e-03	6.81460890e-03	7.35446842e-04	1.51758365e-04
0.00526         	7.01877749e-03	4.30268771e-03	6.49287180e-03	6.79456737e-03	6.82681249e-04	1.49917905e-04
0.00528         	6.99672249e-03	4.29220198e-03	6.47605503e-03	6.77895150e-03	6.35807903e-04	1.48097654e-04
0.0053          	6.97436752e-03	4.28169273e-03	6.45802010e-03	6.76216697e-03	5.95359906e-04	1.46301520e-04
0.00532         	6.95442447e-03	4.27078138e-03	6.43627916e-03	6.74386945e-03	5.60855472e-04	1.44533077e-04
0.00534         	6.93242573e-03	4.26270190e-03	6.41102639e-03	6.72697885e-03	5.31947839e-04	1.42773611e-04
0.00536         	6.90929978e-03	4.25403628e-03	6.39244503e-03	6.70770797e-03	5.08765909e-04	1.40974795e-04
0.00538         	6.88980584e-03	4.24573745e-03	6.37379759e-03	6.68637842e-03	4.88956835e-04	1.39110041e-04
0.0054          	6.87070626e-03	4.23642128e-03	6.35216344e-03	6.66506830e-03	4.65350201e-04	1.37105797e-04
0.00542         	6.85096848e-03	4.22599289e-03	6.33145426e-03	6.64462160e-03	4.37731371e-04	1.35156636e-04
0.00544         	6.82699143e-03	4.21434758e-03	6.31153777e-03	6.62374537e-03	4.11960557e-04	1.33270674e-04
0.00546         	6.80484412e-03	4.20084916e-03	6.29132908e-03	6.60310693e-03	3.87978019e-04	1.31469974e-04
0.00548         	6.78297882e-03	4.18607564e-03	6.26956859e-03	6.58527850e-03	3.65699763e-04	1.29665544e-04
0.0055          	6.75884054e-03	4.17352707e-03	6.25217949e-03	6.56331414e-03	3.45603917e-04	1.27649654e-04
0.00552         	6.73304185e-03	4.16233850e-03	6.23702150e-03	6.53988813e-03	3.28421064e-04	1.25693183e-04
0.00554         	6.70732857e-03	4.15059338e-03	6.21972644e-03	6.51819971e-03	3.13641857e-04	1.23834703e-04
0.00556         	6.68082906e-03	4.13661367e-03	6.20063725e-03	6.49863927e-03	3.00429710e-04	1.22071058e-04
0.00558         	6.65561147e-03	4.12401074e-03	6.17969483e-03	6.47559842e-03	2.89562238e-04	1.20408352e-04
0.0056          	6.62965690e-03	4.11236822e-03	6.15504211e-03	6.45228259e-03	2.79236638e-04	1.18745638e-04
0.00562         	6.60632432e-03	4.10188178e-03	6.13209198e-03	6.43282192e-03	2.70451806e-04	1.17161578e-04
0.00564         	6.58247269e-03	4.09256815e-03	6.11456970e-03	6.40905231e-03	2.62984754e-04	1.15665704e-04
0.00566         	6.55993030e-03	4.08123762e-03	6.09576859e-03	6.38528864e-03	2.55963617e-04	1.14249912e-04
0.00568         	6.53522949e-03	4.06988498e-03	6.07660416e-03	6.36117259e-03	2.50203441e-04	1.12791526e-04
0.0057          	6.51089557e-03	4.05754282e-03	6.05983621e-03	6.33561820e-03	2.44856980e-04	1.11307093e-04
0.00572         	6.48356775e-03	4.04383963e-03	6.03942709e-03	6.31118590e-03	2.39649671e-04	1.10005274e-04
0.00574         	6.45468756e-03	4.02850527e-03	6.01951404e-03	6.28472366e-03	2.34968708e-04	1.08785175e-04
0.00576         	6.43077727e-03	4.01258292e-03	5.99479151e-03	6.25948439e-03	2.31273465e-04	1.07637165e-04
0.00578         	6.40581629e-03	3.99825467e-03	5.97436320e-03	6.23733796e-03	2.27659916e-04	1.06562061e-04
0.0058          	6.37679518e-03	3.98456466e-03	5.95874217e-03	6.21348924e-03	2.24192012e-04	1.05559663e-04
0.00582         	6.34517180e-03	3.97268870e-03	5.93686869e-03	6.18667072e-03	2.21579549e-04	1.04614995e-04
0.00584         	6.31778547e-03	3.95981328e-03	5.91340825e-03	6.16247983e-03	2.20025861e-04	1.03710185e-04
0.00586         	6.29120921e-03	3.94575934e-03	5.88785268e-03	6.14010080e-03	2.19013133e-04	1.02831598e-04
0.00588         	6.26350779e-03	3.93203519e-03	5.86426976e-03	6.11754808e-03	2.17808179e-04	1.02002324e-04
0.0059          	6.23551153e-03	3.92010432e-03	5.83875298e-03	6.09244668e-03	2.16359272e-04	1.01150457e-04
0.00592         	6.20950031e-03	3.90657139e-03	5.80854588e-03	6.06679577e-03	2.14991884e-04	1.00341533e-04
0.00594         	6.18543848e-03	3.89216275e-03	5.78216032e-03	6.04262597e-03	2.13901447e-04	9.95705044e-05
0.00596         	6.16065362e-03	3.87831279e-03	5.75821545e-03	6.01863330e-03	2.13568132e-04	9.88402218e-05
0.00598         	6.13640239e-03	3.86417609e-03	5.73480584e-03	5.99342413e-03	2.13192028e-04	9.81243693e-05
0.006           	6.11216524e-03	3.85048779e-03	5.70693412e-03	5.96795093e-03	2.12935929e-04	9.74871826e-05
0.00602         	6.08667964e-03	3.83715129e-03	5.67801859e-03	5.94540977e-03	2.12759010e-04	9.68827278e-05
0.00604         	6.06136654e-03	3.82226528e-03	5.65024200e-03	5.92163259e-03	2.12504549e-04	9.61405139e-05
0.00606         	6.03293277e-03	3.80733450e-03	5.62191612e-03	5.89870158e-03	2.12322528e-04	9.54207222e-05
0.00608         	6.00950030e-03	3.79369478e-03	5.59160076e-03	5.87660364e-03	2.12496553e-04	9.47140783e-05
0.0061          	5.98258566e-03	3.78178867e-03	5.56208506e-03	5.85241730e-03	2.13457112e-04	9.41000101e-05
0.00612         	5.95338962e-03	3.76956274e-03	5.53129281e-03	5.82514989e-03	2.14728414e-04	9.35426133e-05
0.00614         	5.92551799e-03	3.75706780e-03	5.50160712e-03	5.79846451e-03	2.16386530e-04	9.30405520e-05
0.00616         	5.89933647e-03	3.74387744e-03	5.47373720e-03	5.77370400e-03	2.18583655e-04	9.26313121e-05
0.00618         	5.86991026e-03	3.73175359e-03	5.44311787e-03	5.74708680e-03	2.21334507e-04	9.21991790e-05
0.0062          	5.83827373e-03	3.71932652e-03	5.41063732e-03	5.71944568e-03	2.24696974e-04	9.18220570e-05
0.00622         	5.81254790e-03	3.70633869e-03	5.37438251e-03	5.69198953e-03	2.29252477e-04	9.16521092e-05
0.00624         	5.78465000e-03	3.69395025e-03	5.34251493e-03	5.66723376e-03	2.34807187e-04	9.14985365e-05
0.00626         	5.75332050e-03	3.68168008e-03	5.31814244e-03	5.63715423e-03	2.41954046e-04	9.13438104e-05
0.00628         	5.72447584e-03	3.66842688e-03	5.29193377e-03	5.60816405e-03	2.51355639e-04	9.13249301e-05
0.0063          	5.69619591e-03	3.65429483e-03	5.26657554e-03	5.57941689e-03	2.63910541e-04	9.13740420e-05
0.00632         	5.66797351e-03	3.64089115e-03	5.23998287e-03	5.55312644e-03	2.80998081e-04	9.14695850e-05
0.00634         	5.63730741e-03	3.62807088e-03	5.21195316e-03	5.52495718e-03	3.04766201e-04	9.15425914e-05
0.00636         	5.60759129e-03	3.61526518e-03	5.18335240e-03	5.49595720e-03	3.18516106e-04	9.14512519e-05
0.00638         	5.57832763e-03	3.60333534e-03	5.15807690e-03	5.46874056e-03	3.20156153e-04	9.12235879e-05
0.0064          	5.54963959e-03	3.59104741e-03	5.13252289e-03	5.44101186e-03	3.19464843e-04	9.08680480e-05
0.00642         	5.52057549e-03	3.58015765e-03	5.10543480e-03	5.41432810e-03	3.17465815e-04	9.06921315e-05
0.00644         	5.49273747e-03	3.56823315e-03	5.08188015e-03	5.38665780e-03	3.14160834e-04	9.07541747e-05
0.00646         	5.46582830e-03	3.55818617e-03	5.06230921e-03	5.36055151e-03	3.09616312e-04	9.08708637e-05
0.00648         	5.43693498e-03	3.54906715e-03	5.04104857e-03	5.33223890e-03	3.03952617e-04	9.08649346e-05
0.0065          	5.40669245e-03	3.54091594e-03	5.01652178e-03	5.30394695e-03	2.98951831e-04	9.08147883e-05
0.00652         	5.37952920e-03	3.53233236e-03	4.99128514e-03	5.27967270e-03	2.93490229e-04	9.07824844e-05
0.00654         	5.35194953e-03	3.52488539e-03	4.96951040e-03	5.25403735e-03	2.87160884e-04	9.06592135e-05
0.00656         	5.32438435e-03	3.51749535e-03	4.94917473e-03	5.22546559e-03	2.80537123e-04	9.06060114e-05
0.00658         	5.29320633e-03	3.50844779e-03	4.92682921e-03	5.19723404e-03	2.75138794e-04	9.07889577e-05
0.0066          	5.26226091e-03	3.49933613e-03	4.90390033e-03	5.16658471e-03	2.69956283e-04	9.09688292e-05
0.00662         	5.23272697e-03	3.48865194e-03	4.88076125e-03	5.13614252e-03	2.65035694e-04	9.10942108e-05
0.00664         	5.19994108e-03	3.47713758e-03	4.86278468e-03	5.10549417e-03	2.60798148e-04	9.11753282e-05
0.00666         	5.16871652e-03	3.46607853e-03	4.84192434e-03	5.07607032e-03	2.56578019e-04	9.12547629e-05
0.00668         	5.13697007e-03	3.45662593e-03	4.82114828e-03	5.04456848e-03	2.52492091e-04	9.13533440e-05
0.0067          	5.10288340e-03	3.44811410e-03	4.80007635e-03	5.01165579e-03	2.48193065e-04	9.13838035e-05
0.00672         	5.06761786e-03	3.44026255e-03	4.77820880e-03	4.97656643e-03	2.43838641e-04	9.13098706e-05
0.00674         	5.03137614e-03	3.43082351e-03	4.75921334e-03	4.94341348e-03	2.39803764e-04	9.11691433e-05
0.00676         	4.99535337e-03	3.42010610e-03	4.74097612e-03	4.91001641e-03	2.36378559e-04	9.10883009e-05
0.00678         	4.95742846e-03	3.40976550e-03	4.72034828e-03	4.87328243e-03	2.33204990e-04	9.10247730e-05
0.0068          	4.91987808e-03	3.40082621e-03	4.70084714e-03	4.83733895e-03	2.30290630e-04	9.09431085e-05
0.00682         	4.87975128e-03	3.39348527e-03	4.68174698e-03	4.79940273e-03	2.28192334e-04	9.09004728e-05
0.00684         	4.84368788e-03	3.38475158e-03	4.66079786e-03	4.76238621e-03	2.26433109e-04	9.09110882e-05
0.00686         	4.81026414e-03	3.37532540e-03	4.63597155e-03	4.72791383e-03	2.24826479e-04	9.08158710e-05
0.00688         	4.77652160e-03	3.36540834e-03	4.61689742e-03	4.69511870e-03	2.23350179e-04	9.06123850e-05
0.0069          	4.74039117e-03	3.35605904e-03	4.60117082e-03	4.65965602e-03	2.21930067e-04	9.03299796e-05
0.00692         	4.70284905e-03	3.34528331e-03	4.58910353e-03	4.62352897e-03	2.20580763e-04	8.99976938e-05
0.00694         	4.66330529e-03	3.33361289e-03	4.57568823e-03	4.58405585e-03	2.19286878e-04	8.96526369e-05
0.00696         	4.62713785e-03	3.32057749e-03	4.55970801e-03	4.54729064e-03	2.18095724e-04	8.93369784e-05
0.00698         	4.59388615e-03	3.30760923e-03	4.54252779e-03	4.51406599e-03	2.17072855e-04	8.90041731e-05
0.007           	4.55816162e-03	3.29429931e-03	4.52296998e-03	4.47962328e-03	2.15657920e-04	8.86601552e-05
0.00702         	4.52051767e-03	3.28182881e-03	4.50191274e-03	4.44386835e-03	2.14595996e-04	8.83127975e-05
0.00704         	4.48466688e-03	3.26897814e-03	4.48325954e-03	4.40744835e-03	2.13689472e-04	8.79429137e-05
0.00706         	4.45262369e-03	3.25722496e-03	4.47002998e-03	4.37255026e-03	2.13112337e-04	8.75338205e-05
0.00708         	4.41954658e-03	3.24397427e-03	4.45476338e-03	4.34256042e-03	2.12635259e-04	8.70996103e-05
0.0071          	4.38404559e-03	3.23290872e-03	4.43889157e-03	4.30838432e-03	2.11752300e-04	8.65816486e-05
0.00712         	4.34761648e-03	3.22040005e-03	4.41971042e-03	4.27258240e-03	2.10407226e-04	8.59277237e-05
0.00714         	4.31378827e-03	3.20796860e-03	4.39849117e-03	4.23891437e-03	2.08849074e-04	8.52437809e-05
0.00716         	4.28308345e-03	3.19486723e-03	4.37632336e-03	4.20784350e-03	2.07372728e-04	8.46468409e-05
0.00718         	4.25478663e-03	3.18345769e-03	4.35186099e-03	4.18205967e-03	2.05947775e-04	8.40677146e-05
0.0072          	4.22638815e-03	3.17147724e-03	4.33090457e-03	4.15485580e-03	2.04565863e-04	8.34914848e-05
0.00722         	4.19683648e-03	3.15988021e-03	4.30954422e-03	4.12690014e-03	2.03188583e-04	8.28312736e-05
0.00724         	4.16409321e-03	3.14785470e-03	4.28501072e-03	4.09814920e-03	2.01878314e-04	8.21722505e-05
0.00726         	4.13671575e-03	3.13484720e-03	4.25908015e-03	4.06942052e-03	2.00634528e-04	8.16021789e-05
0.00728         	4.10898731e-03	3.12177521e-03	4.23374237e-03	4.04413039e-03	1.99471833e-04	8.11613638e-05
0.0073          	4.08035711e-03	3.10664493e-03	4.20883912e-03	4.01708440e-03	1.98319470e-04	8.07393025e-05
0.00732         	4.05231628e-03	3.08998909e-03	4.18251788e-03	3.99065196e-03	1.97216370e-04	8.03284149e-05
0.00734         	4.02895134e-03	3.07363605e-03	4.15433673e-03	3.96861636e-03	1.96299795e-04	8.00491383e-05
0.00736         	4.00476746e-03	3.05597598e-03	4.12255638e-03	3.94708111e-03	1.95368994e-04	7.97945285e-05
0.00738         	3.98184312e-03	3.03892324e-03	4.09860015e-03	3.92414579e-03	1.94497974e-04	7.96116900e-05
0.0074          	3.96124058e-03	3.02442428e-03	4.07695619e-03	3.90305596e-03	1.93657314e-04	7.94260001e-05
0.00742         	3.94052524e-03	3.00959808e-03	4.05407105e-03	3.88340905e-03	1.92931535e-04	7.93084524e-05
0.00744         	3.91768280e-03	2.99535251e-03	4.02838391e-03	3.86225661e-03	1.92258783e-04	7.92028049e-05
0.00746         	3.89292727e-03	2.98110961e-03	3.99929290e-03	3.83795337e-03	1.91599012e-04	7.90945088e-05
0.00748         	3.86726502e-03	2.96690989e-03	3.97155595e-03	3.81353290e-03	1.91003503e-04	7.89875582e-05
0.0075          	3.84132635e-03	2.95383517e-03	3.94239773e-03	3.78892991e-03	1.90579864e-04	7.88859223e-05
0.00752         	3.81510169e-03	2.93983461e-03	3.91599049e-03	3.76630210e-03	1.90312578e-04	7.87595133e-05
0.00754         	3.79663230e-03	2.92483351e-03	3.89062659e-03	3.74797327e-03	1.89980375e-04	7.85758701e-05
0.00756         	3.78033613e-03	2.91188046e-03	3.86627613e-03	3.73015973e-03	1.89647539e-04	7.83909802e-05
0.00758         	3.76255337e-03	2.89900395e-03	3.84569913e-03	3.71058760e-03	1.89355420e-04	7.82029783e-05
0.0076          	3.74390601e-03	2.88526989e-03	3.82755247e-03	3.69220324e-03	1.89282366e-04	7.79723701e-05
0.00762         	3.72422603e-03	2.87176433e-03	3.80764348e-03	3.67299768e-03	1.88788074e-04	7.77685404e-05
0.00764         	3.70374167e-03	2.85937225e-03	3.78624402e-03	3.65295911e-03	1.88565410e-04	7.75617450e-05
0.00766         	3.68192011e-03	2.84563379e-03	3.76571978e-03	3.62990953e-03	1.88371309e-04	7.73941903e-05
0.00768         	3.65807914e-03	2.83151199e-03	3.74675366e-03	3.60420863e-03	1.88179314e-04	7.73257589e-05
0.0077          	3.63597498e-03	2.81715766e-03	3.72737281e-03	3.58194005e-03	1.87856881e-04	7.72580207e-05
0.00772         	3.61521713e-03	2.80189715e-03	3.70565864e-03	3.56127190e-03	1.87633541e-04	7.71616905e-05
0.00774         	3.59492984e-03	2.78789919e-03	3.68366603e-03	3.54070211e-03	1.87479937e-04	7.70678712e-05
0.00776         	3.57297459e-03	2.77338284e-03	3.66403089e-03	3.52042538e-03	1.87357037e-04	7.69926874e-05
0.00778         	3.55054794e-03	2.75945615e-03	3.65228928e-03	3.50051887e-03	1.87208989e-04	7.68687262e-05
0.0078          	3.52634357e-03	2.74432398e-03	3.64235734e-03	3.47852202e-03	1.87106803e-04	7.67060986e-05
0.00782         	3.50088310e-03	2.72976463e-03	3.63163574e-03	3.45506183e-03	1.87005516e-04	7.64939802e-05
0.00784         	3.47661522e-03	2.71581532e-03	3.61993452e-03	3.43087340e-03	1.87101109e-04	7.64889764e-05
0.00786         	3.45044947e-03	2.70312022e-03	3.60635721e-03	3.40522170e-03	1.87065576e-04	7.65391014e-05
0.00788         	3.42414029e-03	2.69096875e-03	3.59405559e-03	3.38107837e-03	1.87053621e-04	7.65731372e-05
0.0079          	3.39985764e-03	2.67939226e-03	3.58240736e-03	3.35968598e-03	1.86994549e-04	7.65271757e-05
0.00792         	3.37876082e-03	2.66717612e-03	3.56888465e-03	3.34054329e-03	1.86808258e-04	7.64572518e-05
0.00794         	3.35788073e-03	2.65732147e-03	3.55421562e-03	3.32228947e-03	1.85976289e-04	7.62106868e-05
0.00796         	3.33937288e-03	2.64764820e-03	3.53909952e-03	3.30443861e-03	1.85060531e-04	7.60405331e-05
0.00798         	3.32288466e-03	2.63693098e-03	3.52176026e-03	3.28896247e-03	1.84220721e-04	7.58647442e-05
0.008           	3.30581757e-03	2.62771302e-03	3.50671485e-03	3.27277104e-03	1.83371418e-04	7.57002672e-05
0.00802         	3.28744663e-03	2.61849398e-03	3.49318194e-03	3.25634990e-03	1.82479111e-04	7.55392896e-05
0.00804         	3.26847792e-03	2.60785100e-03	3.48051206e-03	3.23778166e-03	1.81515479e-04	7.53170326e-05
0.00806         	3.24909640e-03	2.59798997e-03	3.46777856e-03	3.21789731e-03	1.80493563e-04	7.50452292e-05
0.00808         	3.22976985e-03	2.58729665e-03	3.45371957e-03	3.19765873e-03	1.79415535e-04	7.47674905e-05
0.0081          	3.20965556e-03	2.57476130e-03	3.44033926e-03	3.17915141e-03	1.78326848e-04	7.45142764e-05
0.00812         	3.19090246e-03	2.56256905e-03	3.42892994e-03	3.15963627e-03	1.77228794e-04	7.43079600e-05
0.00814         	3.17709967e-03	2.54980656e-03	3.42004076e-03	3.14512000e-03	1.76154822e-04	7.41215012e-05
0.00816         	3.16210232e-03	2.53857217e-03	3.41138487e-03	3.13127644e-03	1.75092645e-04	7.40202977e-05
0.00818         	3.14554548e-03	2.52808848e-03	3.40065279e-03	3.11625731e-03	1.74018687e-04	7.39006410e-05
0.0082          	3.12824234e-03	2.51819140e-03	3.39045394e-03	3.10061844e-03	1.72902622e-04	7.38176161e-05
0.00822         	3.11275424e-03	2.50864802e-03	3.37983243e-03	3.08659317e-03	1.71740964e-04	7.37037064e-05
0.00824         	3.09831626e-03	2.50010269e-03	3.36674850e-03	3.07199864e-03	1.70652832e-04	7.35486849e-05
0.00826         	3.08275918e-03	2.49138705e-03	3.35169011e-03	3.05662257e-03	1.69606530e-04	7.34101402e-05
0.00828         	3.06608470e-03	2.48276330e-03	3.33618542e-03	3.04054694e-03	1.68579916e-04	7.32635774e-05
0.0083          	3.04822163e-03	2.47307854e-03	3.32196310e-03	3.02327789e-03	1.67525014e-04	7.30587997e-05
0.00832         	3.03101587e-03	2.46378573e-03	3.30889180e-03	3.00803572e-03	1.66482150e-04	7.28538723e-05
0.00834         	3.01510572e-03	2.45377137e-03	3.29939940e-03	2.99642751e-03	1.65463770e-04	7.26365885e-05
0.00836         	3.00167935e-03	2.44284510e-03	3.28713200e-03	2.98458783e-03	1.64472400e-04	7.24732118e-05
0.00838         	2.98743275e-03	2.43233876e-03	3.27610152e-03	2.97499796e-03	1.63508721e-04	7.23633037e-05
0.0084          	2.97222719e-03	2.42251106e-03	3.26652193e-03	2.96421770e-03	1.62572024e-04	7.22707630e-05
